ATP,Location,Tournament,Date,Year,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Coria G.,Monaco J.,3,143,7,5,6,1,6,3,,,,,3,0,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Chela J.I.,Verdasco F.,23,53,7,5,6,2,6,2,,,,,3,0,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Blanco G.,Horna L.,95,41,2,6,6,4,1,6,6,2,6,3,3,2,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Corretja A.,Srichaphan P.,97,13,6,4,7,5,6,3,,,,,3,0,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Ancic M.,Zabaleta M.,73,32,6,3,6,4,3,6,6,4,,,3,1,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Moya C.,Vicente F.,5,148,6,1,6,2,6,1,,,,,3,0,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Escude N.,Mayer F.,76,75,6,4,6,3,6,4,,,,,3,0,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Sluiter R.,Hrbaty D.,82,24,6,4,6,4,3,6,7,6,,,3,1,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Henman T.,Burgsmuller L.,9,91,6,0,6,3,6,3,,,,,3,0,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Jeanpierre J.,Spadea V.,181,28,6,4,6,2,7,5,,,,,3,0,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Robredo T.,Garcia-Lopez G.,17,183,6,4,3,6,7,5,6,4,,,3,1,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Massu N.,Voltchkov V.,11,171,6,3,6,1,6,0,,,,,3,0,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Santoro F.,Labadze I.,58,50,6,4,3,6,2,6,6,1,6,2,3,2,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Youzhny M.,Pavel A.,38,22,6,7,7,6,1,6,7,6,6,2,3,2,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Mutis O.,Roddick A.,125,2,3,6,6,3,6,7,6,3,6,2,3,2,Completed
30,Paris,French Open,26/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Llodra M.,Haehnel J.,94,271,6,3,6,2,3,6,6,1,,,3,1,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Costa A.,Rochus C.,29,112,6,1,6,2,7,5,,,,,3,0,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Lopez F.,Kucera K.,25,71,6,7,6,3,6,4,6,4,,,3,1,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Melzer J.,12,51,6,4,6,4,4,6,6,2,,,3,1,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Lee H.T.,Patience O.,123,99,6,4,6,4,6,3,,,,,3,0,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Kiefer N.,1,34,6,3,6,4,7,6,,,,,3,0,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Malisse X.,Elsner D.,54,161,6,3,4,0,,,,,,,1,0,Retired
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Benneteau J.,Ferrer D.,92,52,6,3,1,6,6,2,7,5,,,3,1,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Verkerk M.,Hanescu V.,19,66,4,6,6,3,3,6,6,0,3,0,2,2,Retired
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Kuerten G.,Elseneer G.,30,100,6,2,6,0,6,3,,,,,3,0,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Koubek S.,Ljubicic I.,96,27,6,0,1,6,6,4,6,2,,,3,1,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Starace P.,Grosjean S.,202,10,7,6,6,3,6,4,,,,,3,0,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Gaudio G.,Novak J.,44,14,2,6,6,4,6,4,5,7,6,3,3,2,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Andreev I.,Ferrero J.C.,77,4,6,4,6,2,6,3,,,,,3,0,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Nalbandian D.,Falla A.,8,146,5,7,6,0,6,2,6,0,,,3,1,Completed
30,Paris,French Open,27/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Enqvist T.,Bjorkman J.,65,26,6,3,3,6,7,6,6,3,,,3,1,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Mantilla F.,20,93,6,4,2,6,6,2,6,7,11,9,3,2,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Chela J.I.,Corretja A.,23,97,6,4,6,4,4,6,6,3,,,3,1,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Escude N.,Youzhny M.,76,38,6,2,7,5,6,7,6,2,,,3,1,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Llodra M.,Jeanpierre J.,94,181,6,2,6,2,6,3,,,,,3,0,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Henman T.,Blanco G.,9,95,7,6,6,1,6,2,,,,,3,0,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Massu N.,17,11,6,2,6,0,6,3,,,,,3,0,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Coria G.,Ancic M.,3,73,6,3,6,1,6,2,,,,,3,0,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Moya C.,Sluiter R.,5,82,6,0,6,3,6,4,,,,,3,0,Completed
30,Paris,French Open,28/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Mutis O.,Santoro F.,125,58,6,0,6,2,6,3,,,,,3,0,Completed
30,Paris,French Open,29/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Gaudio G.,Enqvist T.,44,65,6,0,6,4,6,7,6,4,,,3,1,Completed
30,Paris,French Open,29/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Kuerten G.,Federer R.,30,1,6,4,6,4,6,4,,,,,3,0,Completed
30,Paris,French Open,29/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Andreev I.,Benneteau J.,77,92,7,6,7,6,6,3,,,,,3,0,Completed
30,Paris,French Open,29/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Lopez F.,Lee H.T.,25,123,7,6,4,6,6,0,6,3,,,3,1,Completed
30,Paris,French Open,29/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Nalbandian D.,Koubek S.,8,96,6,7,6,3,7,6,7,5,,,3,1,Completed
30,Paris,French Open,29/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Hewitt L.,Verkerk M.,12,19,6,2,3,6,4,6,6,2,6,0,3,2,Completed
30,Paris,French Open,29/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Safin M.,Starace P.,20,202,6,7,6,4,3,6,7,5,7,5,3,2,Completed
30,Paris,French Open,30/05/2004,2004,Grand Slam,Outdoor,Clay,3rd Round,5,Malisse X.,Costa A.,54,29,6,4,2,6,4,6,7,6,8,6,3,2,Completed
30,Paris,French Open,30/05/2004,2004,Grand Slam,Outdoor,Clay,4th Round,5,Chela J.I.,Mutis O.,23,125,4,6,6,2,7,6,6,2,,,3,1,Completed
30,Paris,French Open,30/05/2004,2004,Grand Slam,Outdoor,Clay,4th Round,5,Henman T.,Llodra M.,9,94,6,7,4,6,6,4,6,3,9,7,3,2,Completed
30,Paris,French Open,30/05/2004,2004,Grand Slam,Outdoor,Clay,4th Round,5,Coria G.,Escude N.,3,76,6,0,,,,,,,,,1,0,Retired
30,Paris,French Open,30/05/2004,2004,Grand Slam,Outdoor,Clay,4th Round,5,Moya C.,Robredo T.,5,17,7,6,6,4,6,2,,,,,3,0,Completed
30,Paris,French Open,31/05/2004,2004,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Lopez F.,30,25,6,3,7,5,6,4,,,,,3,0,Completed
30,Paris,French Open,31/05/2004,2004,Grand Slam,Outdoor,Clay,4th Round,5,Gaudio G.,Andreev I.,44,77,6,4,7,5,6,3,,,,,3,0,Completed
30,Paris,French Open,31/05/2004,2004,Grand Slam,Outdoor,Clay,4th Round,5,Hewitt L.,Malisse X.,12,54,7,5,6,2,7,6,,,,,3,0,Completed
30,Paris,French Open,31/05/2004,2004,Grand Slam,Outdoor,Clay,4th Round,5,Nalbandian D.,Safin M.,8,20,7,5,6,4,6,7,6,3,,,3,1,Completed
30,Paris,French Open,01/06/2004,2004,Grand Slam,Outdoor,Clay,Quarterfinals,5,Coria G.,Moya C.,3,5,7,5,7,6,6,3,,,,,3,0,Completed
30,Paris,French Open,01/06/2004,2004,Grand Slam,Outdoor,Clay,Quarterfinals,5,Henman T.,Chela J.I.,9,23,6,2,6,4,6,4,,,,,3,0,Completed
30,Paris,French Open,02/06/2004,2004,Grand Slam,Outdoor,Clay,Quarterfinals,5,Gaudio G.,Hewitt L.,44,12,6,3,6,2,6,2,,,,,3,0,Completed
30,Paris,French Open,02/06/2004,2004,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nalbandian D.,Kuerten G.,8,30,6,2,3,6,6,4,7,6,,,3,1,Completed
30,Paris,French Open,04/06/2004,2004,Grand Slam,Outdoor,Clay,Semifinals,5,Gaudio G.,Nalbandian D.,44,8,6,3,7,6,6,0,,,,,3,0,Completed
30,Paris,French Open,04/06/2004,2004,Grand Slam,Outdoor,Clay,Semifinals,5,Coria G.,Henman T.,3,9,3,6,6,4,6,0,7,5,,,3,1,Completed
30,Paris,French Open,06/06/2004,2004,Grand Slam,Outdoor,Clay,The Final,5,Gaudio G.,Coria G.,44,3,0,6,3,6,6,4,6,1,8,6,3,2,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Martin A.,53,61,7,5,6,2,3,6,6,2,,,3,1,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Ginepri R.,Tipsarevic J.,34,136,4,6,7,5,6,3,6,3,,,3,1,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Weiner G.,40,141,6,4,6,4,6,4,,,,,3,0,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Falla A.,Knowle J.,138,209,2,6,6,3,6,1,6,3,,,3,1,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Acasuso J.,95,97,4,6,6,4,6,1,6,1,,,3,1,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Bjorkman J.,Sluiter R.,27,79,5,7,6,1,7,5,6,1,,,3,1,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Kiefer N.,123,33,4,6,4,6,6,4,6,3,6,0,3,2,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Elseneer G.,Parmar A.,99,162,7,6,7,6,7,6,,,,,3,0,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Karlovic I.,Srichaphan P.,62,14,3,6,6,4,6,4,6,4,,,3,1,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Bogdanovic A.,1,295,6,3,6,3,6,0,,,,,3,0,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Melzer J.,10,42,6,2,6,4,6,2,,,,,3,0,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Boutter J.,5,488,6,4,7,6,6,3,,,,,3,0,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Ascione T.,13,86,6,4,6,2,6,4,,,,,3,0,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Bracciali D.,Hernych J.,218,118,3,6,4,6,6,2,6,3,6,3,3,2,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Carraz G.,Rochus O.,69,74,7,6,6,4,6,4,,,,,3,0,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Corretja A.,67,85,4,6,6,3,6,2,5,7,6,4,3,2,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Ivanisevic G.,Youzhny M.,415,35,6,3,7,6,6,2,,,,,3,0,Completed
35,London,Wimbledon,21/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Volandri F.,Delgado J.,52,301,6,1,6,3,6,3,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Ferreira W.,Ljubicic I.,82,29,5,7,7,6,7,5,6,2,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Sargsian S.,Lopez M.,48,120,6,4,6,3,4,6,6,2,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Vacek J.,101,133,6,3,4,6,6,3,6,2,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Johansson J.,Clement A.,43,47,6,2,7,6,7,6,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Bloomfield R.,22,529,6,4,6,2,7,5,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Saulnier C.,Llodra M.,83,50,7,5,4,6,7,6,7,6,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Kucera K.,Hernandez O.,76,88,6,1,6,2,6,2,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Tursunov D.,Safin M.,70,15,4,6,7,5,6,3,7,6,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Fish M.,Navarro-Pastor I.,20,228,6,3,6,2,6,3,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Mayer F.,Arthurs W.,66,96,7,6,7,6,7,6,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Ramirez-Hidalgo R.,6,89,4,6,7,6,6,4,6,2,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Labadze I.,Vliegen K.,45,107,6,2,6,4,3,6,6,2,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Gambill J.M.,Mirnyi M.,84,28,6,3,7,5,6,4,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Philippoussis M.,Rochus C.,17,122,6,3,6,4,6,2,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Peya A.,Salzenstein J.,128,109,6,2,6,4,6,2,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Heuberger I.,Saretta F.,137,68,5,7,6,0,6,1,7,6,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Malisse X.,Novak J.,51,16,6,3,6,4,6,4,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Verkerk M.,Davydenko N.,56,59,4,6,6,3,6,4,7,5,,,3,1,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Moya C.,Patience O.,7,93,6,4,3,6,7,5,6,7,6,1,3,2,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Arazi H.,Sa A.,39,255,6,1,6,4,6,2,,,,,3,0,Completed
35,London,Wimbledon,22/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Montanes A.,Ulihrach B.,78,116,6,4,6,2,6,3,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Enqvist T.,Blanco G.,57,102,4,6,7,6,6,4,7,6,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Dent T.,Delgado R.,31,200,6,2,6,3,6,4,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Spadea V.,Reid T.,30,134,6,2,6,4,6,2,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Ferrer D.,Hanescu V.,49,75,7,6,6,4,6,7,7,5,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Popp A.,Massu N.,90,12,6,2,6,4,6,4,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Soderling R.,8,37,4,6,6,3,7,6,1,6,6,2,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Dupuis A.,100,92,2,6,2,6,7,6,6,4,8,6,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Robredo T.,Starace P.,19,131,6,4,6,4,6,4,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Pescosolido S.,van Scheppingen D.,143,87,4,6,4,6,6,4,7,6,10,8,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Schalken S.,Childs L.,23,251,6,2,6,1,6,3,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Canas G.,72,73,4,6,6,3,7,6,4,6,9,7,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Hilton M.,Costa A.,479,55,6,1,6,4,6,3,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Hrbaty D.,Sanchez D.,25,54,6,2,6,4,6,2,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Pavel A.,Ram A.,21,364,6,3,7,5,7,6,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Carlsen K.,Gasquet R.,103,105,3,6,7,6,7,6,6,7,6,4,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Beck K.,Marray J.,71,238,6,4,6,7,4,6,6,3,10,8,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Benneteau J.,Berdych T.,80,65,6,3,7,5,6,4,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Horna L.,63,36,6,7,6,4,6,3,6,4,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Vassallo-Arguello M.,26,108,6,4,6,2,6,4,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Mantilla F.,Pless K.,127,634,7,6,4,6,7,5,6,1,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Wang Y.T.,2,181,6,3,7,5,6,4,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Chela J.I.,Burgsmuller L.,18,94,6,4,4,6,6,0,6,2,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Coria G.,Moodie W.,3,106,6,4,6,7,6,3,6,7,6,3,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Rusedski G.,Sanguinetti D.,165,112,7,5,4,6,6,2,6,2,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,van Lottum J.,64,115,2,6,6,2,6,0,6,3,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson J.,Fish M.,43,20,6,7,6,3,6,4,6,4,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Koubek S.,5,95,4,6,7,5,5,7,7,6,8,6,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Saulnier C.,22,83,3,6,6,3,6,4,6,7,8,6,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Moya C.,Stepanek R.,7,67,6,4,6,4,6,7,7,5,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Ginepri R.,Verdasco F.,34,40,6,7,6,4,6,4,6,3,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Ivanisevic G.,Volandri F.,415,52,4,6,7,6,1,6,6,3,6,4,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Labadze I.,10,45,6,4,6,4,6,1,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson T.,Santoro F.,123,53,7,5,6,2,6,1,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Grosjean S.,Carraz G.,13,69,6,1,6,2,6,2,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Falla A.,1,138,6,1,6,2,6,0,,,,,3,0,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Tursunov D.,Sargsian S.,70,48,6,3,7,6,3,6,4,6,15,13,3,2,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Gambill J.M.,Bracciali D.,84,218,6,7,7,6,6,3,6,2,,,3,1,Completed
35,London,Wimbledon,24/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Bjorkman J.,Lu Y.H.,27,101,6,4,6,3,6,4,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Peya A.,2,128,6,3,7,6,6,4,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Ferreira W.,Kucera K.,82,76,7,6,6,3,6,1,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Hrbaty D.,Hilton M.,25,479,7,5,6,4,6,2,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Ancic M.,Benneteau J.,63,80,4,6,7,6,6,2,5,7,6,4,3,2,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Dent T.,Pescosolido S.,31,143,6,3,6,3,7,6,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Montanes A.,90,78,6,1,6,0,6,1,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Carlsen K.,Pavel A.,103,21,7,6,6,4,6,3,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Mayer F.,Coria G.,66,3,4,6,6,3,6,3,6,4,,,3,1,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Henman T.,Heuberger I.,6,137,7,5,6,3,6,2,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Malisse X.,Haas T.,51,100,3,6,6,3,6,2,6,4,,,3,1,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Gonzalez F.,Andreev I.,26,64,7,5,6,3,5,7,6,7,6,3,3,2,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Arazi H.,Ferrer D.,39,49,6,7,6,4,6,3,7,6,,,3,1,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Philippoussis M.,Verkerk M.,17,56,4,6,6,3,7,6,7,5,,,3,1,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Beck K.,Robredo T.,71,19,6,3,6,2,7,6,,,,,3,0,Completed
35,London,Wimbledon,25/06/2004,2004,Grand Slam,Outdoor,Grass,2nd Round,5,Enqvist T.,Chela J.I.,57,18,6,3,6,7,6,1,3,6,6,3,3,2,Completed
