ATP,Location,Tournament,Date,Year,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Vahaly B.,2,93,7,5,6,3,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Waske A.,88,120,6,3,6,4,7,6,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Daniel M.,52,241,6,7,3,6,7,6,6,4,6,4,3,2,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Voltchkov V.,18,71,6,3,7,5,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Clavet F.,45,118,6,4,7,5,6,1,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Costa A.,Prinosil D.,8,213,6,4,6,1,3,6,7,6,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Draper S.,Kim A.,139,116,7,5,6,3,3,6,6,3,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Escude N.,Motomura G.,37,233,6,1,2,6,6,3,6,2,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Robredo T.,39,32,5,7,6,0,6,3,6,4,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Squillari F.,4,79,7,6,3,6,6,2,6,3,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Johansson J.,77,221,6,3,7,5,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Furlan R.,Pavel A.,184,25,4,1,,,,,,,,,0,0,Retired
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Llodra M.,33,110,6,2,7,5,6,7,2,6,6,2,3,2,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Enqvist T.,21,47,7,5,7,5,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Meligeni F.,16,75,6,4,6,2,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Morrison J.,27,99,7,6,6,3,4,6,6,3,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Kratochvil M.,Sanguinetti D.,78,48,6,3,6,0,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Vacek J.,80,111,6,2,6,1,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Benneteau J.,30,253,6,0,6,4,6,0,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Ferrer D.,67,54,5,7,6,2,6,2,6,3,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,Gaudenzi A.,89,121,6,4,2,6,6,1,4,6,6,1,3,2,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Luczak P.,Savolt A.,178,97,7,5,6,2,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Mantilla F.,Zabaleta M.,73,46,4,6,7,5,6,3,4,6,6,4,3,2,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Norman D.,5,98,7,5,6,3,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Davydenko N.,41,61,6,3,3,6,3,6,6,2,7,5,3,2,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Verkerk M.,104,85,6,4,6,4,6,7,6,3,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Labadze I.,135,95,6,2,6,3,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Sanchez D.,Pless K.,60,82,5,7,6,3,1,6,6,4,10,8,3,2,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Phau B.,34,157,6,4,6,3,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Calleri A.,94,51,6,4,3,6,7,6,6,0,,,3,1,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Brasington J.,20,138,6,4,6,2,7,6,,,,,3,0,Completed
6,Melbourne,Australian Open,13/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Melzer J.,14,90,7,5,6,4,1,6,6,0,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Acasuso J.,Carraz G.,42,130,5,7,4,3,,,,,,,0,1,Retired
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Vanek J.,28,219,7,6,6,4,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Balcells J.,76,109,6,4,7,5,7,5,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Beck K.,26,114,6,4,3,6,6,1,6,0,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Crabb J.,Ilie A.,206,525,6,3,3,6,7,6,6,4,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Diaz J.,70,433,6,4,6,3,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,El Aynaoui Y.,Gimelstob J.,22,106,2,6,4,6,6,4,1,0,,,1,2,Retired
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Saretta F.,6,83,7,6,7,5,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Rosset M.,101,103,6,3,6,4,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Varlet J.,17,160,6,2,3,6,4,6,6,3,6,4,3,2,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Larsson M.,1,155,6,3,3,6,6,1,6,7,6,2,3,2,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Knowle J.,Henry R.,131,578,5,7,6,4,6,2,7,5,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Krajicek R.,Reid T.,92,295,3,6,6,2,6,2,6,1,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,Arazi H.,29,102,6,4,7,6,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Kutsenko V.,Ljubicic I.,185,50,6,3,6,4,1,6,4,6,6,3,3,2,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Larkham T.,Mamiit C.,235,107,6,7,6,3,7,6,6,4,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Corretja A.,62,19,6,7,7,6,7,6,6,3,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Hrbaty D.,23,44,6,2,6,3,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Bogomolov Jr. A.,66,169,6,2,6,4,6,7,4,6,6,1,3,2,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Puerta M.,81,117,6,2,6,4,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Golmard J.,12,141,3,6,6,3,6,1,,,,,2,1,Retired
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Spadea V.,7,68,6,2,2,6,6,2,7,6,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Di Pasquale A.,64,100,4,6,4,6,6,3,6,3,6,4,3,2,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Krajan Z.,10,105,6,7,6,2,7,6,6,3,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Sluiter R.,3,72,6,4,4,6,6,3,6,4,,,3,1,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Portas A.,36,86,6,3,6,2,6,0,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Sirianni J.,Mirnyi M.,252,49,6,3,6,4,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Carlsen K.,69,63,6,0,7,5,6,1,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Vicente F.,Horna L.,58,87,3,6,4,6,6,3,7,6,6,1,3,2,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Koubek S.,145,35,6,4,6,4,6,1,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Voinea A.,Sa A.,59,65,6,2,7,6,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,14/01/2003,2003,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Gasquet R.,31,156,3,6,6,0,6,1,6,4,,,3,1,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Lee H.T.,2,67,6,1,6,0,6,0,,,,,3,0,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Ancic M.,Schalken S.,88,20,6,3,1,6,6,7,6,4,6,4,3,2,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Canas G.,45,18,6,2,4,6,6,4,6,4,,,3,1,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Costa A.,Draper S.,8,139,6,4,6,7,6,2,6,3,,,3,1,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Escude N.,Rochus C.,37,135,1,6,6,2,6,2,6,4,,,3,1,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Kratochvil M.,39,78,6,2,6,2,7,5,,,,,3,0,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Lisnard J.R.,4,89,6,0,6,4,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Fish M.,Moya C.,77,5,3,6,7,6,6,4,4,6,6,2,3,2,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Grosjean S.,Kucera K.,16,80,7,6,2,6,6,3,7,6,,,3,1,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Lapentti N.,Sanchez D.,30,60,6,1,6,0,2,6,6,2,,,3,1,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Luczak P.,Furlan R.,178,184,7,6,4,6,6,0,6,2,,,3,1,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Mantilla F.,Gambill J.M.,73,33,5,7,6,4,4,6,6,3,6,2,3,2,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Nieminen J.,Kafelnikov Y.,41,27,6,3,6,3,3,6,4,6,6,1,3,2,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Philippoussis M.,Srichaphan P.,104,14,3,6,6,1,1,6,7,5,6,3,3,2,Completed
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Santoro F.,Arthurs W.,34,52,6,3,6,1,,,,,,,2,0,Retired
6,Melbourne,Australian Open,15/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Sargsian S.,Gaudio G.,94,21,2,6,7,5,6,2,6,2,,,3,1,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Acasuso J.,28,42,6,1,6,4,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,El Aynaoui Y.,Kutsenko V.,22,185,6,2,6,1,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Burgsmuller L.,6,76,6,3,6,0,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Larkham T.,1,235,6,1,6,0,6,1,,,,,3,0,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Ginepri R.,62,101,6,2,6,4,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Dupuis A.,23,70,6,3,5,7,7,6,7,5,,,3,1,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Martin A.,Gonzalez F.,66,17,6,7,6,3,6,1,7,6,,,3,1,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Crabb J.,12,206,6,1,7,6,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Rochus O.,7,64,7,6,7,6,4,6,4,6,6,3,3,2,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Voinea A.,10,59,6,2,6,2,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Safin M.,Montanes A.,3,81,6,3,4,6,6,4,6,1,,,3,1,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Schuettler R.,Krajicek R.,36,92,6,3,7,5,6,4,,,,,3,0,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Kuerten G.,69,29,5,7,6,3,7,5,4,6,6,3,3,2,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Vicente F.,Chela J.I.,58,26,6,3,6,3,2,6,6,3,,,3,1,Completed
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Vinciguerra A.,Knowle J.,145,131,6,2,0,1,,,,,,,1,0,Retired
6,Melbourne,Australian Open,16/01/2003,2003,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Sirianni J.,31,252,6,2,6,3,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,17/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Escude N.,2,37,6,2,3,6,6,3,6,4,,,3,1,Completed
6,Melbourne,Australian Open,17/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Ancic M.,Luczak P.,88,178,2,6,7,6,6,4,6,2,,,3,1,Completed
6,Melbourne,Australian Open,17/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Coria G.,Nieminen J.,45,41,7,5,6,2,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,17/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Fish M.,39,77,2,6,3,6,6,1,6,4,6,0,3,2,Completed
6,Melbourne,Australian Open,17/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrero J.C.,Santoro F.,4,34,4,6,6,3,4,6,6,2,7,5,3,2,Completed
6,Melbourne,Australian Open,17/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Grosjean S.,Lapentti N.,16,30,6,1,6,3,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,17/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Mantilla F.,Costa A.,73,8,3,6,6,3,4,6,6,1,6,3,3,2,Completed
6,Melbourne,Australian Open,17/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Sargsian S.,Philippoussis M.,94,104,5,7,7,5,6,0,6,4,,,3,1,Completed
6,Melbourne,Australian Open,18/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Blake J.,Martin A.,28,66,6,3,4,6,6,2,6,2,,,3,1,Completed
6,Melbourne,Australian Open,18/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,El Aynaoui Y.,Lopez F.,22,62,5,7,6,2,7,6,7,6,,,3,1,Completed
6,Melbourne,Australian Open,18/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Vinciguerra A.,6,145,6,3,6,4,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,18/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Stepanek R.,1,69,6,3,6,2,6,0,,,,,3,0,Completed
6,Melbourne,Australian Open,18/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Nalbandian D.,Malisse X.,12,23,4,6,6,2,6,0,3,0,,,2,1,Retired
6,Melbourne,Australian Open,18/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Vicente F.,10,58,6,2,6,3,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,18/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Schuettler R.,Safin M.,36,3,,,,,,,,,,,0,0,Walkover
6,Melbourne,Australian Open,18/01/2003,2003,Grand Slam,Outdoor,Hard,3rd Round,5,Youzhny M.,Novak J.,31,7,6,1,3,6,6,3,6,2,,,3,1,Completed
6,Melbourne,Australian Open,19/01/2003,2003,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Coria G.,2,45,6,1,3,1,,,,,,,1,0,Retired
6,Melbourne,Australian Open,19/01/2003,2003,Grand Slam,Outdoor,Hard,4th Round,5,Ferreira W.,Sargsian S.,39,94,6,3,6,4,3,6,6,3,,,3,1,Completed
6,Melbourne,Australian Open,19/01/2003,2003,Grand Slam,Outdoor,Hard,4th Round,5,Ferrero J.C.,Ancic M.,4,88,6,0,6,3,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,19/01/2003,2003,Grand Slam,Outdoor,Hard,4th Round,5,Grosjean S.,Mantilla F.,16,73,3,6,2,6,6,3,6,3,6,3,3,2,Completed
6,Melbourne,Australian Open,20/01/2003,2003,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Hewitt L.,22,1,6,7,7,6,7,6,6,4,,,3,1,Completed
6,Melbourne,Australian Open,20/01/2003,2003,Grand Slam,Outdoor,Hard,4th Round,5,Nalbandian D.,Federer R.,12,6,6,4,3,6,6,1,1,6,6,3,3,2,Completed
6,Melbourne,Australian Open,20/01/2003,2003,Grand Slam,Outdoor,Hard,4th Round,5,Roddick A.,Youzhny M.,10,31,6,7,3,6,7,5,6,3,6,2,3,2,Completed
6,Melbourne,Australian Open,20/01/2003,2003,Grand Slam,Outdoor,Hard,4th Round,5,Schuettler R.,Blake J.,36,28,6,3,6,4,1,6,6,3,,,3,1,Completed
6,Melbourne,Australian Open,21/01/2003,2003,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Grosjean S.,2,16,6,3,6,2,6,2,,,,,3,0,Completed
6,Melbourne,Australian Open,21/01/2003,2003,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ferreira W.,Ferrero J.C.,39,4,7,6,7,6,6,1,,,,,3,0,Completed
6,Melbourne,Australian Open,22/01/2003,2003,Grand Slam,Outdoor,Hard,Quarterfinals,5,Roddick A.,El Aynaoui Y.,10,22,4,6,7,6,4,6,6,4,21,19,3,2,Completed
6,Melbourne,Australian Open,22/01/2003,2003,Grand Slam,Outdoor,Hard,Quarterfinals,5,Schuettler R.,Nalbandian D.,36,12,6,3,5,7,6,1,6,0,,,3,1,Completed
6,Melbourne,Australian Open,23/01/2003,2003,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Ferreira W.,2,39,6,2,6,2,6,3,,,,,3,0,Completed
6,Melbourne,Australian Open,24/01/2003,2003,Grand Slam,Outdoor,Hard,Semifinals,5,Schuettler R.,Roddick A.,36,10,7,5,2,6,6,3,6,3,,,3,1,Completed
6,Melbourne,Australian Open,26/01/2003,2003,Grand Slam,Outdoor,Hard,The Final,5,Agassi A.,Schuettler R.,2,36,6,2,6,2,6,1,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Zabaleta M.,Lopez F.,39,53,6,2,7,6,6,0,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Hrbaty D.,Srichaphan P.,62,10,6,4,3,6,6,0,7,5,,,3,1,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,El Aynaoui Y.,Dupuis A.,26,80,6,4,6,4,6,4,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Schuettler R.,Mamiit C.,11,131,6,1,2,6,6,4,6,2,,,3,1,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Spadea V.,Labadze I.,32,105,6,1,3,6,5,7,6,4,6,1,3,2,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Malisse X.,Calatrava A.,29,206,7,5,6,4,6,2,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Koubek S.,Popp A.,72,170,7,5,6,2,6,3,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,van Lottum J.,Norman D.,96,119,6,3,3,6,2,6,6,3,6,4,3,2,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Verkerk M.,Krajan Z.,46,103,6,3,6,4,6,4,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Puerta M.,Gimelstob J.,97,90,6,2,4,6,7,6,6,1,,,3,1,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Lisnard J.R.,Delfino M.,98,185,6,1,6,4,4,6,6,4,,,3,1,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Rochus C.,Gamonal H.,101,195,7,5,6,3,6,3,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Horna L.,Federer R.,88,5,7,6,6,2,7,6,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Moya C.,Volandri F.,4,79,7,6,4,6,6,2,6,3,,,3,1,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Blanco G.,Corretja A.,139,17,5,7,6,3,6,0,7,5,,,3,1,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Ferreira W.,Behrend T.,24,102,6,4,6,2,6,3,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Ferrer D.,Melzer J.,65,92,6,2,6,2,7,6,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Lopez M.,Mahut N.,213,190,7,5,6,1,7,6,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Blake J.,Dent T.,27,40,6,4,6,3,7,6,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Chela J.I.,Saulnier C.,35,124,3,6,7,6,6,3,7,5,,,3,1,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Saretta F.,Martin A.,78,60,7,6,6,0,6,0,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Ljubicic I.,Kucera K.,43,49,6,2,6,3,6,2,,,,,3,0,Completed
31,Paris,French Open,26/05/2003,2003,Grand Slam,Outdoor,Clay,1st Round,5,Philippoussis M.,Kim A.,52,172,2,6,6,7,7,5,6,2,6,2,3,2,Completed
